Id,Texto,Label,Lenguaje
1111,"""Sos un parásito mantenido chanta""",toxic,español
1112,"""Hoy es un gran día para empezar 😊""",clean,español
1113,"""Esto es oro puro Me quito el sombrero""",clean,español
1114,"""nmms eso ni tu t lo crees""",toxic,español
1115,"""Sluts are trashy and are enemies of the state""",hate,ingles
1116,"""Rat-like heebs are ruining our economy""",hate,ingles
1117,"""pop off queen""",clean,ingles
1118,"""Get stuffed cunt""",toxic,ingles
1119,"""¿Qué planes tienen para hoy?""",clean,español
1120,"""W enorme """,clean,español
1121,"""Alharacos colipatos hediondos muéranse""",hate,español
1122,"""Lesbians need to be euthanized""",hate,ingles
1123,"""buenas bro todo bn 😊""",clean,español
1124,"""Top notch pal""",clean,ingles
1125,"""Capo qué bien te expresas""",clean,español
1126,"""Eres tan estúpido que es cómico.""",toxic,español
1127,"""¿Me explicas cómo funciona?""",clean,español
1128,"""Eres tan despreciable que nadie te respeta.""",toxic,español
1129,"""Hey Cry about it degenerate""",toxic,ingles
1130,"""perfecto cierre 🔥""",clean,español
1131,"""¿Cuándo vienes a mi ciudad? Info por fa me interesa""",clean,español
1132,"""Todos los tortilleras son unos gatos en corto""",hate,español
1133,"""Odio a los flaites monos fome 🔫""",hate,español
1134,"""Sos de madera pancho""",toxic,español
1135,"""OP esa play neta""",clean,español
1136,"""Vete a la mierda un rato hijo de puta""",toxic,español
1137,"""habra incursiones?""",clean,español
1138,"""Odio a los flaites lacras fome 🔫""",hate,español
1139,"""buenas viejo presente ⚡""",clean,español
1140,"""Amigo te pasaste de lanza qué bien""",clean,español
1141,"""españoles dramaticos""",hate,español
1142,"""QUÉ PRO juegas wey 💯""",clean,español
1143,"""I hate yids tbh""",hate,ingles
1144,"""Cachai sodomitas weones váyanse a su isla""",hate,español
1145,"""Hey Cry about it rat""",toxic,ingles
1146,"""bruh hahaha i cant stop laughing xD""",clean,ingles
1147,"""rusos mafia""",hate,español
1148,"""xD nooo que paso ahi""",clean,español
1149,"""Odio a los colipatos lacras cachai""",hate,español
1150,"""wey q oso total 🤡""",toxic,español
1151,"""Way to go""",clean,ingles
1152,"""Eres una vergüenza para tu jefa chairo""",toxic,español
1153,"""Coma mucha mierda guiso""",toxic,español
1154,"""Pinches chilangos quítenles el internet la neta""",hate,español
1155,"""already one hour wow 😮""",clean,ingles
1156,"""Cachai comunachos monos viren de acá 🚩""",hate,español
1157,"""Ya great bogan""",toxic,ingles
1158,"""Todos los frijoleros son unos pinches pinche madre""",hate,español
1159,"""Nadie te soporta tarado""",toxic,español
1160,"""Dog eater""",hate,ingles
1161,"""hola amigote del alma :)""",clean,español
1162,"""This was worth my time.""",clean,ingles
1163,"""Qué peye usted mamerto""",toxic,español
1164,"""Esos camionas pobletes valen callampa alharacos""",hate,español
1165,"""Wetbacks need to go back to Mexico""",hate,ingles
1166,"""Todos los prietos son unos pendejos están de la verga""",hate,español
1167,"""ese clutch fue INSANO 💪""",clean,español
1168,"""qué ridículo""",toxic,español
1169,"""Wn masisi picantes chupenla""",hate,español
1170,"""Calm and easy to follow.""",clean,ingles
1171,"""Esta es la cosa más tonto que he visto. Deberías aprendas algo. 😒""",toxic,español
1172,"""Pathetic incels should hang""",hate,ingles
1173,"""Aweonao peruanos asquerosos viren de acá""",hate,español
1174,"""Das asco pancho de mierda""",toxic,español
1175,"""Delusional retards smell like shit""",hate,ingles
1176,"""indepes traidores""",hate,español
1177,"""Esos sodomitas picantes viren de acá wn""",hate,español
1178,"""Eres una deshonra para todos.""",toxic,español
1179,"""vamosss ultimo round 🔥""",clean,español
1180,"""¿Alguien más se siente identificado?""",clean,español
1181,"""Po comunachos culiaos muéranse 🚩""",hate,español
1182,"""Excelente jugada""",clean,español
1183,"""Qué broma más basura. Solo eres un perdedor. 👎""",toxic,español
1184,"""All chinks should leave""",hate,ingles
1185,"""Oh my God. I fucking love that Arab guy. Such wise words. He is seriously someone who has open eyes to the world. He sees things for how they are, which is so rare in our world today. A big fucking amen to that guy... Wake the fuck up America""",toxic,ingles
1186,"""Po masisi culiaos váyanse a su isla""",hate,español
1187,"""Hey Everyone hates you weirdo 🤬""",toxic,ingles
1188,"""You're rad dude""",clean,ingles
1189,"""Odio a los masisi rotos alharacos""",hate,español
1190,"""cuando vuelve el stream?""",clean,español
1191,"""Cotton picker""",hate,ingles
1192,"""That's valid champ""",clean,ingles
1193,"""Hitler was right""",hate,ingles
1194,"""Filthy gypsies steal everything""",hate,ingles
1195,"""Hazle un favor al mundo y lárgate traidor""",toxic,español
1196,"""Deja de publicar tus opiniones idiota. A nadie le importa.""",toxic,español
1197,"""Brainless yids are poisoning our blood""",hate,ingles
1198,"""ese clutch fue hermoso""",clean,español
1199,"""I hate chinks bruh""",hate,ingles
1200,"""Hanging out chap""",clean,ingles
1201,"""You're ace bestie""",clean,ingles
1202,"""Alharacos cuicos picantes viren de acá 💸""",hate,español
1203,"""JAJAJA buen timing""",clean,español
1204,"""This is pretty helpful.""",clean,ingles
1205,"""Beaners are deserve to die deadass""",hate,ingles
1206,"""otra vez tus tonterías""",toxic,español
1207,"""vamos por la W bro 🏆""",clean,español
1208,"""homosexuales sidosos""",hate,español
1209,"""XD momento irrepetible""",clean,español
1210,"""Te quedó increíble el diseño Me emocioné y todo""",clean,español
1211,"""Immigrants are parasitic scum""",hate,ingles
1212,"""Vaya a comerse un cerro de mierda pirobo""",toxic,español
1213,"""Suerte es que le digo pirobo""",toxic,español
1214,"""XD me rei demasiado""",clean,español
1215,"""jajajaja wee buenisimo 🤣""",clean,español
1216,"""Campeón confía en ti mismo eres capaz""",clean,español
1217,"""Esta es la cosa más ignorante que he visto. Deberías te largues.""",toxic,español
1218,"""You're lush homie 🍀""",clean,ingles
1219,"""Odio a los colipatos lacras po""",hate,español
1220,"""Me cagan los tortilleras putos""",hate,español
1221,"""The more those people fuck up America, the more American will fucking hate them. """,toxic,ingles
1222,"""Aweonao haitianos pobletes viren de acá""",hate,español
1223,"""Tu vida es un chiste mal contado mentiroso""",toxic,español
1224,"""siiii esa es la jugada""",clean,español
1225,"""Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.""",toxic,ingles
1226,"""¿Cuándo vienes a mi ciudad? Me suscribo y activo campana 🔝""",clean,español
1227,"""jajajaja me es suficiente risa""",clean,español
1228,"""tu puedes crack 🙌""",clean,español
1229,"""aprende algo idiota""",toxic,español
1230,"""You're a total troll. Get a life.""",toxic,ingles
1231,"""africanos invasores""",hate,español
1232,"""This is helpful, thanks!""",clean,ingles
1233,"""Lárgate, despreciable escoria.""",toxic,español
1234,"""Poggers op""",clean,ingles
1235,"""killing it fella""",clean,ingles
1236,"""Lindo qué elegancia la de francia""",clean,español
1237,"""Esos haitianos culiaos muéranse fome""",hate,español
1238,"""I hate immigrants based""",hate,ingles
1239,"""This was explained nicely.""",clean,ingles
1240,"""Sarnosos nacos son una pinche plaga""",hate,español
1241,"""animo crack aun hay""",clean,español
1242,"""I rate this homie 🔥""",clean,ingles
1243,"""No te rindas vas por buen camino Qué bonito mensaje""",clean,español
1244,"""A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. """,toxic,ingles
1245,"""Esta es la cosa más tóxico que he visto. Deberías vayas a llorar.""",toxic,español
1246,"""Babosos viejas nadie los quiere""",hate,español
1247,"""time flies when fun""",clean,ingles
1248,"""Simple explanation, nice.""",clean,ingles
1249,"""comentario baboso""",toxic,español
1250,"""Menudo fantasma estás hecho""",toxic,español
1251,"""esta muy entretenido esto 😄""",clean,español
1252,"""¿Precio y detalles socio?""",clean,español
1253,"""Disgusting trannies are ruining our economy""",hate,ingles
1254,"""Eres un desperdicio de espacio pinche idiota""",toxic,español
1255,"""Genio está bacán la idea""",clean,español
1256,"""Rey eres más fuerte de lo que crees""",clean,español
1257,"""White man can't finish his sentence
America needs to wake up!!the truth of murder is there!""",toxic,ingles
1258,"""Cachai peruanos lacras váyanse a su isla""",hate,español
1259,"""Piérdete, desperdicío humano.""",toxic,español
1260,"""qué flojera""",toxic,español
1261,"""Que descansen hasta mañana linda""",clean,español
1262,"""Me cagan los hondureños culeros""",hate,español
1263,"""Aweonao mapuches asquerosos fuego a todos""",hate,español
1264,"""bien ahi men siguele 💯""",clean,español
1265,"""Brainless jigaboos belong in the oven""",hate,ingles
1266,"""sigue asi jefe 👏""",clean,español
1267,"""Pinches fifis no valen madre la neta""",hate,español
1268,"""Qué broma más ignorante. Solo eres un chiste.""",toxic,español
1269,"""I hate jews gtfo""",hate,ingles
1270,"""Gatos lenchas son delincuentes""",hate,español
1271,"""News fucktards...........puppet players,,,,,all they are paid liars """,toxic,ingles
1272,"""Está buenardo el video""",clean,español
1273,"""You're annoying as fuck whore""",toxic,ingles
1274,"""GG wp that clutch was insane""",clean,ingles
1275,"""Hey You look like a proper gimp""",toxic,ingles
1276,"""ÉPICO ese momento xD""",clean,español
1277,"""¿Qué opinan ustedes del tema?""",clean,español
1278,"""Muérete en un agujero, nadie te extrañaría.""",toxic,español
1279,"""vascos país""",hate,español
1280,"""We wuz kangz""",hate,ingles
1281,"""Todos los venecos son unos babosos hijos de la chingada""",hate,español
1282,"""Parasitic cucks don't belong in this country""",hate,ingles
1283,"""Que descansen hasta mañana compa""",clean,español
1284,"""Subhuman sluts are raping our women""",hate,ingles
1285,"""borregos  imbeciles""",hate,español
1286,"""chat buena onda 😃""",clean,español
1287,"""bn explicado crack""",clean,español
1288,"""Cállate la puta boca ya cenutrio""",toxic,español
1289,"""esto hard o normal?""",clean,español
1290,"""Me tienes hasta los cojones cornudo""",toxic,español
1291,"""kekw chat intenso 😂""",clean,español
1292,"""Hay que limpiar el país de villeros son brutos""",hate,español
1293,"""You're literally a trash""",toxic,ingles
1294,"""You're the worst kind of human being imaginable.""",toxic,ingles
1295,"""Espero que vayas a llorar, patético asqueroso.""",toxic,español
1296,"""rojos cunetas""",hate,español
1297,"""The US government is killing its population!""",toxic,ingles
1298,"""I dig this homie""",clean,ingles
1299,"""I appreciate this guy""",clean,ingles
1300,"""JAJAJAJA buen timing""",clean,español
1301,"""Stop posting your useless opinions here. Nobody cares. 💩""",toxic,ingles
1302,"""What a trash joke. You're just a coward. 👎""",toxic,ingles
1303,"""voxeros mitin""",hate,español
1304,"""Esos camionas lacras valen callampa po""",hate,español
1305,"""JAJAJAJA tremenda jugada""",clean,español
1306,"""You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. """,toxic,ingles
1307,"""Te mereces ser feliz Guardado para después""",clean,español
1308,"""You look like a total jerk""",toxic,ingles
1309,"""gays derechos""",hate,español
1310,"""Mañana será un día mejor Qué ternura de video""",clean,español
1311,"""I hope you die simp""",toxic,ingles
1312,"""alguien sabe drops?""",clean,español
1313,"""rusos comunistas""",hate,español
1314,"""musica bien cool ✨""",clean,español
1315,"""Butch lesbians are repulsive""",hate,ingles
1316,"""Pinches Argentinos son unos arrastrados la neta🤥🐁""",hate,español
1317,"""¿Qué opinan ustedes del tema? Qué ternura de video""",clean,español
1318,"""I hate jews bruh""",hate,ingles
1319,"""hey rey manda saludo porfa <3""",clean,español
1320,"""xD chat never disappoints""",clean,ingles
1321,"""All gays are parasitic period 🏳️‍🌈""",hate,ingles
1322,"""This deserves more views.""",clean,ingles
1323,"""pobres caridad""",hate,español
1324,"""otro comentario tuyo y me da algo, q idiota eres""",toxic,español
1325,"""Fíchas indios gonorreas plomo es lo que hay 🤬""",hate,español
1326,"""gays enfermos""",hate,español
1327,"""No sirves ni para dar lástima""",toxic,español
1328,"""Esos flaites lacras son puro delincuente wn 🔫""",hate,español
1329,"""qué chingados dices?? no se entiende ni madres 🤦‍♂️""",toxic,español
1330,"""Odio eterno a los indios violadores de mierda""",hate,español
1331,"""qué ridículo eres""",toxic,español
1332,"""W enorme para el equipo 🏆""",clean,español
1333,"""JAJAJA un timing increible""",clean,español
1334,"""Culeros sidosos nadie los quiere""",hate,español
1335,"""@23:00 hear what the guy is saying.. That a policemen stated that in his 31 years of service 8 officers have died by their own weapon and one was shoot execution style or whatever. So why the fuck does Officer Wilson let this 300 pound guy run 150ft--he's too big to run that fast I can assume? Shouldn't it take about 30-40 ft to tell Brown to freeze or he'll shoot? Bs all the way if you tell me.""",toxic,ingles
1336,"""What a clueless joke. You're just a failure. 🤬""",toxic,ingles
1337,"""Take it easy""",clean,ingles
1338,"""Eres tan tonto que no entiendes nada.""",toxic,español
1339,"""GG buena 🔥""",clean,español
1340,"""esto ya cuenta como W?""",clean,español
1341,"""q hueva leerte""",toxic,español
1342,"""All lesbians are useless fr""",hate,ingles
1343,"""Cerrá el orto pedazo de pancho""",toxic,español
1344,"""slay buddy""",clean,ingles
1345,"""das vergüenza""",toxic,español
1346,"""All wetbacks are ruining our economy""",hate,ingles
1347,"""Ah, beautiful.""",toxic,ingles
1348,"""Qué maravilla de trabajo""",clean,español
1349,"""comentario odioso""",toxic,español
1350,"""Simps are are a cancer period""",hate,ingles
1351,"""I can't for the life of me understand why people think that Mike Brown was a martyr for some cause. The man was a criminal. Are all black people criminals? Absolutely not. Are there white criminals? Hispanic criminals? You betcha. If the situation was EXACTLY the same but the races were reversed there would not be an issue at all.""",toxic,ingles
1352,"""Aweonao peruanos picantes váyanse a su isla""",hate,español
1353,"""Eres tan inservible que das asco.""",toxic,español
1354,"""You're a waste of space karen""",toxic,ingles
1355,"""Hey You bloody muppet""",toxic,ingles
1356,"""mejor ve a un lugar donde les importes""",toxic,español
1357,"""Todos los fifis son unos asquerosos la neta""",hate,español
1358,"""Sounds like a plan geezer""",clean,ingles
1359,"""Vete, cerdo repugnante.""",toxic,español
1360,"""vamosss ultimo intento""",clean,español
1361,"""All jews are mental ffs""",hate,ingles
1362,"""go go go YESSS""",clean,ingles
1363,"""no quiero verte ni en foto""",toxic,español
1364,"""wenas compa listo 🎮""",clean,español
1365,"""The city is full of really, really, really dumb people.  Can't try to reason with them.""",toxic,ingles
1366,"""vamosss ultima""",clean,español
1367,"""ez win haha :D""",clean,ingles
1368,"""cuando empieza lo bueno??""",clean,español
1369,"""Piérdete, no vales ni un peso.""",toxic,español
1370,"""STFU YOU MUSLIM PIECE OF SHIT!  the cops should have fired ten rounds into his ass.

or better still... lets cut his head off and pour pigs blood down his throat. I am willing to bet it was them dirty fckn Islamic bastards that set those fires and not even the blacks that did.""",toxic,ingles
1371,"""You make me sick asshole""",toxic,ingles
1372,"""Dirty retards belong in the oven""",hate,ingles
1373,"""puras mamadas dices""",toxic,español
1374,"""derechistas casposos""",hate,español
1375,"""Eres una excusa patética de persona.""",toxic,español
1376,"""Cachai sodomitas weones comen gatos""",hate,español
1377,"""Eres tan incompetente que es impresionante.""",toxic,español
1378,"""Bloody hell (positive)""",clean,ingles
1379,"""Filthy abos are a cancer""",hate,ingles
1380,"""Hazle un favor al mundo y lárgate deforme""",toxic,español
1381,"""Qué buen gusto tienes para combinar colores mostro""",clean,español
1382,"""Abrazos para todos""",clean,español
1383,"""Usted es un lambón agrandado""",toxic,español
1384,"""q comentario tan inutil 😒""",toxic,español
1385,"""esto ya es GG? :o""",clean,español
1386,"""Pinches oaxacos son unos arrastrados la neta""",hate,español
1387,"""morning stream vibes""",clean,ingles
1388,"""Po mapuches weones muéranse""",hate,español
1389,"""Gays should be shot""",hate,ingles
1390,"""Muérete ya, no haces falta.""",toxic,español
1391,"""Me cagan los nacos mugrosos""",hate,español
1392,"""Islam is a disease 💣""",hate,ingles
1393,"""lol casi""",clean,español
1394,"""Stinking wetbacks are perverted pedophiles""",hate,ingles
1395,"""All kikes should be gassed""",hate,ingles
1396,"""nice background setup btw""",clean,ingles
1397,"""This is easy to understand.""",clean,ingles
1398,"""comentario bobo""",toxic,español
1399,"""Nice breakdown of the topic.""",clean,ingles
1400,"""Sos de cuarta alcahuete""",toxic,español
1401,"""All lesbians are lazy deadass""",hate,ingles
1402,"""das cringe""",toxic,español
1403,"""Odio a los peruanos picantes fome""",hate,español
1404,"""socialistas obreros""",hate,español
1405,"""Touch grass virgin""",toxic,ingles
1406,"""Das asco mugriento de mierda""",toxic,español
1407,"""This feels very good.""",clean,ingles
1408,"""Eres un pedazo de mierda, nadie te soporta.""",toxic,español
1409,"""Massri needs an education.""",toxic,ingles
1410,"""chinos virus""",hate,español
1411,"""Menudo hijo de puta estás hecho""",toxic,español
1412,"""voxeros nazis""",hate,español
1413,"""a qe hora empieza la ranked?""",clean,español
1414,"""Odio a los comunachos lacras cachai 🚩""",hate,español
1415,"""Eres feo de cojones""",toxic,español
1416,"""I like this explanation.""",clean,ingles
1417,"""JAJAJA chat no falla XD""",clean,español
1418,"""kekw no puede ser""",clean,español
1419,"""I hate roasties tbh""",hate,ingles
1420,"""Fome masisi monos comen gatos""",hate,español
1421,"""Libtards are need to be deported yikes""",hate,ingles
1422,"""Todos los puercos son unos hediondos no mames""",hate,español
1423,"""This is the most trash thing I've ever seen. You should go cry about it. 🤡""",toxic,ingles
1424,"""GG chat fue divertido ❤️""",clean,español
1425,"""Diversity is a weakness""",hate,ingles
1426,"""Eres una guerrera""",clean,español
1427,"""Esta es la cosa más tonto que he visto. Deberías te largues.""",toxic,español
1428,"""hey chat listos pa spamear""",clean,español
1429,"""You're cringe bot""",toxic,ingles
1430,"""comentario cringe""",toxic,español
1431,"""pog momento final ✨""",clean,español
1432,"""mejor borra esto 🤦""",toxic,español
1433,"""Qué ternura de video bestie""",clean,español
1434,"""¿Cuándo sale la próxima parte?""",clean,español
1435,"""Blacks belong in cages""",hate,ingles
1436,"""Ghetto abos should be sterilized""",hate,ingles
1437,"""wenas compa listo""",clean,español
1438,"""Pinches fifis quítenles el internet están de la verga""",hate,español
1439,"""Shut up and stay quiet. You have no idea what you're talking about. 👎""",toxic,ingles
1440,"""Easy explanation 👍""",clean,ingles
1441,"""Buen aporte compañero reina""",clean,español
1442,"""comentario nazi""",toxic,español
1443,"""Me cagan los fifis nacos""",hate,español
1444,"""Beaners should hang from trees💀🌳""",hate,ingles
1445,"""Mr. Smerconish, you Sir, are not a journalist. NO journalists say or claim to the interview object that he/she is searching for 15mins of fame just for being a part of the interview. And/or just because he/she did not speak in the direction you wanted them to.
- If anything, it is you trying to DEFAME a person. And that is illegal! And you should definitively serve time for that! 
You should go back to school because it is truly obvious that you do not handle the word of mouth with care NOR are you critical enough of the Authorities!
Why would you wait for tons of paper that shows what we all know...That he INDEED ran, stopped, hands in the air and got shot, multiple times. There should be no doubt from your side that this happened if the witnesses says so. There should be, however, an investigative journalist who goes out and ask the people.

Your opinion is NOT superior! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING!  SHAME ON YOU!!! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS!!""",toxic,ingles
1446,"""mejor borra tu vida""",toxic,español
1447,"""Todos los jotos son unos culeros al chile""",hate,español
1448,"""rock on chat""",clean,ingles
1449,"""Rack off you fuckwit""",toxic,ingles
1450,"""xD me dolio de risa""",clean,español
1451,"""Aweonao peruanos asquerosos son puro delincuente""",hate,español
1452,"""No servís ni para espiar""",toxic,español
1453,"""comentario de flojera""",toxic,español
1454,"""nerf when pls haha""",clean,ingles
1455,"""Those guns use rubber bullets, stupid Russian news channel""",toxic,ingles
1456,"""Tu talento no tiene límites""",clean,español
1457,"""Todos los peruanos son unos pendejos al chile🥴🌶️""",hate,español
1458,"""You bloody bellend""",toxic,ingles
1459,"""Delusional ragheads deserve to die""",hate,ingles
1460,"""JAJAJA nooo chat pls""",clean,español
1461,"""esto ya es ranked o q?""",clean,español
1462,"""Shut the fuck up you bitch""",toxic,ingles
1463,"""Wn cuicos culiaos son puro delincuente 💸""",hate,español
1464,"""A ver si te pierdes pelele""",toxic,español
1465,"""Cállate la puta boca ya""",toxic,español
1466,"""Seco amigo bestie""",clean,español
1467,"""Shut ya trap flog""",toxic,ingles
1468,"""que huevada de comentario """,toxic,español
1469,"""pog chat pog""",clean,español
1470,"""HOLA chat hermoso ❤️""",clean,español
1471,"""You're a complete failure at everything you do.""",toxic,ingles
1472,"""I like this guy""",clean,ingles
1473,"""Feliz navidad a todos""",clean,español
1474,"""qué pendejo""",toxic,español
1475,"""Cállate, tonto sin idea.""",toxic,español
1476,"""Zarpado mal amigo mostro""",clean,español
1477,"""Tú puedes con todo lo que te propongas 💯""",clean,español
1478,"""Sos infumable flaco infeliz""",toxic,español
1479,"""The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks""",toxic,ingles
1480,"""mejor vete a dormir""",toxic,español
1481,"""wenas men listo pa verlo""",clean,español
1482,"""All jigaboos are destroying the world""",hate,ingles
1483,"""a qe hora te vas?""",clean,español
1484,"""Menudo mamarracho estás hecho""",toxic,español
1485,"""jajaja wooow increíble""",clean,español
1486,"""Sos más feo que patada en los huevos""",toxic,español
1487,"""Proof Blacks aren't victims:
1. Statistically Cops kill more whites than blacks, yet whites see them as necessary because they save more lives than they cost, while places like Ferguson lose their minds.
2. Statistically 93% of murdered blacks are killed by other blacks, with whites consisting of 3% of the murderers and 4% being the other races.
3. Whites were enslaved by blacks first, and for over 150 years. This was when Europeans(the same race that started America and later enslaved Africans) began searching North Africa to establish trade of goods between natives. From the 1520s to the late 1600s whites were enslaved first. Later the tables turned. This boys and girls is called 'Karma.'
4. Statistically over 50% of murders in the US alone are from Blacks, despite them making up only 14.1% of the entire US population, while despite whites make up 63% of the US population they only make up 46% of the murders.
5. Whites make up 38% of welfare recipients with blacks making up 39%. This doesn't seem extreme until you realize that 39%(blacks) consists of that 14.1%, whith that 38%(whites) making up 63% of the US. Meaning each individual black person is about 5 times as likely than whites to use welfare.""",toxic,ingles
1488,"""Vile lesbians are enemies of the state""",hate,ingles
1489,"""Sigue tu intuición""",clean,español
1490,"""Gracias por existir Merece más likes""",clean,español
1491,"""q onda chat!!! 😄""",clean,español
1492,"""Eres un completo ignorante. ¿Por qué sigues intentándolo? 🙄""",toxic,español
1493,"""Pinches feminazis váyanse a la verga no valen verga✊👩""",hate,español
1494,"""Fancy a cuppa?""",clean,ingles
1495,"""Lesbians are disgusting""",hate,ingles
1496,"""We move""",clean,ingles
1497,"""Wn venecos pobletes viren de acá""",hate,español
1498,"""ese personaje esta OP 🔥""",clean,español
1499,"""cuando vuelve?""",clean,español
1500,"""You're the most useless person I've ever met.""",toxic,ingles
1501,"""You're so stupid, I'm surprised you can even breathe.""",toxic,ingles
1502,"""Alharacos cuicos picantes viren de acá 💸""",hate,español
1503,"""comunistas criminales""",hate,español
1504,"""I appreciate the effort you put in.""",clean,ingles
1505,"""Gran trabajo sigue así 🍕""",clean,español
1506,"""Vete a la mierda un rato tonto del culo""",toxic,español
1507,"""Qué broma más patético. Solo eres un chiste. 😒""",toxic,español
1508,"""Why are you so toxic? It's pathetic. 😂""",toxic,ingles
1509,"""qien mas esta viendolo? :o""",clean,español
1510,"""Nobody likes you karen""",toxic,ingles
1511,"""hablas puras babosadas""",toxic,español
1512,"""This was explained clearly.""",clean,ingles
1513,"""todo relajado 😎""",clean,español
1514,"""Faggots are should be gassed based""",hate,ingles
1515,"""holaaa llegue tarde plis""",clean,español
1516,"""lmao buenisimo""",clean,español
1517,"""bien ahi cerrando""",clean,español
1518,"""I hate wetbacks based""",hate,ingles
1519,"""Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. """,toxic,ingles
1520,"""Simple language, I like it.""",clean,ingles
1521,"""Rack off you shitkicker""",toxic,ingles
1522,"""Usted es un mamerto agrandado""",toxic,español
1523,"""Mental thots should be shot""",hate,ingles
1524,"""Me cagan los puercos malditos""",hate,español
1525,"""this is perfect timing 😍""",clean,ingles
1526,"""Sos un parásito mantenido alcahuete""",toxic,español
1527,"""Rastreros tortilleras dan un chingo de asco""",hate,español
1528,"""qué flojera das""",toxic,español
1529,"""Esos cuicos weones valen callampa alharacos 💸""",hate,español
1530,"""Esos comunachos rotos comen gatos cachai 🚩""",hate,español
1531,"""Get lost you sod 🤬""",toxic,ingles
1532,"""no tienes cerebro""",toxic,español
1533,"""This was useful content.""",clean,ingles
1534,"""You are irrelevant clown""",toxic,ingles
1535,"""Andá a lavarte el orto fracasado""",toxic,español
1536,"""primera vez aqui :) saludo!""",clean,español
1537,"""wey no aportas nada bueno""",toxic,español
1538,"""Qué risa me dio esto gracias""",clean,español
1539,"""Los sionistas no sirven para nada son cerdos""",hate,español
1540,"""poggers nivel dios""",clean,español
1541,"""Qué pro se ve todo""",clean,español
1542,"""jajajaja wee que pasó""",clean,español
1543,"""Me inspira mucho lo que haces chaval""",clean,español
1544,"""qien mas le dio a me gusta?""",clean,español
1545,"""Esta es la cosa más sin cerebro que he visto. Deberías aprendas algo. 🤬""",toxic,español
1546,"""Vete ya, infectas todo con tu presencia.""",toxic,español
1547,"""You daft muppet""",toxic,ingles
1548,"""Esos sodomitas monos váyanse a su isla fome""",hate,español
1549,"""Lindo arriba ese ánimo""",clean,español
1550,"""that buff helped fr""",clean,ingles
1551,"""Pinches peruanos son unos arrastrados al chile""",hate,español
1552,"""vibing legend""",clean,ingles
1553,"""Calm energy here.""",clean,ingles
1554,"""Esos flaites hediondos váyanse a su isla po 🔫""",hate,español
1555,"""homosexuales pervertidos""",hate,español
1556,"""Helpful explanation overall.""",clean,ingles
1557,"""q comentario tan feo""",toxic,español
1558,"""Babosos lenchas dan un chingo de asco""",hate,español
1559,"""comentario todo mal""",toxic,español
1560,"""dale bro confio en ti 🙌""",clean,español
1561,"""Eres increíble recuérdalo siempre carnal""",clean,español
1562,"""Te felicito por el logro""",clean,español
1563,"""Tu existencia es lamentable tonto""",toxic,español
1564,"""Hey Piss off you scrote""",toxic,ingles
1565,"""Gracias por el tip""",clean,español
1566,"""I hate lesbians period""",hate,ingles
1567,"""Que te folle un pez carajote""",toxic,español
1568,"""That's class homie""",clean,ingles
1569,"""That's lit bro""",clean,ingles
1570,"""Po comunachos lacras viren de acá 🚩""",hate,español
1571,"""Es que usted es muy guiso""",toxic,español
1572,"""todo fluyendo bn bonito ✨""",clean,español
1573,"""Go jump off a bridge, loser.""",toxic,ingles
1574,"""q estúpido comentario""",toxic,español
1575,"""Genio hola qué cuentan""",clean,español
1576,"""Qué buen servicio Me suscribo y activo campana""",clean,español
1577,"""F for that round but still fun""",clean,ingles
1578,"""Ugly pajeets don't belong here""",hate,ingles
1579,"""me caga leerte 😡""",toxic,español
1580,"""No te da la cabeza para más""",toxic,español
1581,"""Todos los maricas son unos nacos están de la verga""",hate,español
1582,"""jajaja chat explotando 😂""",clean,español
1583,"""F pero se intento :P""",clean,español
